,Alistipes,Anaerostipes,Bacteroides,Barnesiella,Bifidobacterium,Blautia,Butyrivibrio,Clostridium,Coprococcus,Eubacterium,Faecalibacterium,Faecalitalea,Haemophilus,Lachnoclostridium,Lactobacillus,Odoribacter,Parabacteroides,Prevotella,Roseburia,Ruminiclostridium,Ruminococcus,community,Campylobacter,Streptococcus,Tannerella,Veillonella,Adlercreutzia,Enterococcus,Akkermansia,Lactococcus,Methanobrevibacter,Methanomassiliicoccus,Eggerthella,Escherichia,Filifactor,Megasphaera,Acidaminococcus,Porphyromonas,Mycoplasma,Aggregatibacter,Fusobacterium,Megamonas,Brachyspira,Finegoldia,Methanosphaera,Parvimonas,Cellulosilyticum,Leptotrichia,Peptoniphilus,Staphylococcus,Desulfovibrio,Gordonibacter,Citrobacter,Bacillus,Rothia,Selenomonas,Actinomyces,Olsenella,Raoultella,Mobiluncus,Corynebacterium,Slackia,Paenibacillus,Propionibacterium,Arcobacter,Enterobacter,Klebsiella,Morganella,Pseudomonas,Serratia,Cronobacter,Yersinia,Hafnia,Trueperella,Aeromonas,Leuconostoc,Pediococcus,Atopobium,Anaerococcus
ERR321553,122.56503526617539,0.0,0.0,3.4609812009237056e-08,1.429092224760259e-09,17.905188335207946,9.825092936903283e-08,13.094361108304053,50.70297927794371,153.7212133518031,1.2369175660467294e-08,4.49996130249361e-08,2.6863034858096704,29.34636685848661,3.626191513857011e-08,13.883337168085218,1.17633785264286e-07,63.469213193172614,9.005213120473124e-09,8.345467271397373e-09,1.2052078421477996,16.286416678649456,,14.094206611956055,3.882025761359703e-08,0.43321363724459705,2.4034943339883638e-08,0.8882473617863754,0.0,1.2023595054718643e-07,31.35574924846763,,0.37598473748565875,,,5.5873064343489873e-08,5.2775879607623875,,,,,,,,,,,,0.4532082525580096,,,1.257347729217312e-08,,,,4.082405474487343e-08,,0.18170880884573798,,1.5113171039184432e-08,,,,,,,,,,,,,,,,,,,
ERR321562,9.974491114374977,1.6097466239787572,3.339747753352493,0.02384874172135402,0.7145160089795416,3.9397527337465537,,,12.730504574827158,90.2520251734649,1.266207061986878,1.2061432828799715e-07,0.09395028981219858,2.826306787447539,,7.176522030106204,7.084472839086434,,2.7910628751383566,0.20956085035905198,13.997643555772473,11.538943624209889,,0.43638909195305037,,0.08058130019573817,,,3.1458951241414055e-07,,,,,,,,,,,,,,,,,,,,,,0.03344348853335911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321567,72.88416959002409,2.839502574967579,0.5825096222262032,0.10557307657182406,7.621631019325761,11.11740371185537,,0.6562543833173136,9.092131244278907,21.46019416686256,50.02805746179513,2.1483504288109002e-08,,3.8140067866611234,,28.871097743246093,95.39083099327014,1.5775142277786323,6.05786579568895,0.38112948294014104,29.324549316256363,7.349574040849242,,0.953291885531213,0.028283531996815013,,,,,,,,1.0196958204406434,0.7856091590010269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321578,5.5832579626998635,0.23429964840872922,3.8220585883435305,0.036967933092485125,0.32840137390315793,2.6940718948531046,0.016062257039556098,0.06609678819825043,1.3930565247770974,40.46293554437362,7.900081325473611,1.2865658206120325e-08,,1.2603199555280091,,2.2022178859661796,3.17531110993425,0.058242670597501184,0.6514314906848339,10.029195830400415,4.864520130900371,12.122988542832037,,0.30470740318481226,0.009343559177336473,,,0.06825829767547408,8.678021187876097e-09,,0.11419247732460988,0.05478937442198577,0.029522833202103634,,,,0.05021738520127842,,,,,,,,,,,,,,0.022616028348228855,4.331239094063635e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321568,9.713412076195038,0.0,0.0,2.7986632339595486e-09,3.0846993748464364e-08,3.0330623215362196,1.1638913657423298e-06,1.6455745123503156,59.62012315115202,87.39969455046649,4.497507697192549e-09,1.6846181095064008e-09,,4.1858485882521554,8.059398832909023e-09,19.954017308562467,7.332295276402925e-10,0.8413302415656547,2.293896175440683e-09,1.4246574704015135e-08,1.4405508339849862,11.740392596977538,0.2439619803767789,10.680992181739361,1.594071948081245e-08,1.1383177456952587,6.67315338760414e-09,1.1131902145882016,1.1094254060242591e-08,,40.79506537626678,,0.5424085737648793,0.0898012911448522,,3.56656169446734e-08,,,,,,,,,,,,,,,,5.678780855623861e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414234,7.629887839097687,0.04562419938385044,3.2037926953511966,0.02445021004422179,0.5945901300934233,0.7274799980125656,0.013759381594310305,0.06952997522214761,11.418789142996737,43.34318694356921,12.264937142896116,5.942255657421983e-08,5.523457271789422,0.22284691745169805,0.005835783829975475,1.7418283544558693,1.22910670300772,0.04839838281167372,0.9223761881137023,1.142089985703006,5.90894579895644,12.290261488826165,,0.827504048226453,0.007622400782384069,0.08502232092413799,0.010499984622821371,0.12673769546912766,,,,,,0.2915918734473079,,,0.07073215054237111,,,0.013674145729437174,,,,,,,,,,,0.01646167916366852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414235,14.482639044915453,0.42828320430221184,2.0643898082867693,0.24048669578611165,4.355630118496252,2.3160587281324307,0.01177349060522204,0.2546323875658631,6.832670999944796,44.68729044915683,11.741934052844055,3.4110830340954834e-08,,1.9233117444776495,0.02157379199001744,6.234399986246982,8.646730940533365,0.6016702325832813,0.24706610081832778,3.4520229200074377,3.0263362763161457,12.964424974873326,0.12246539789840519,0.4721001422509013,0.00841924377807008,,0.007570075085031574,2.309440309454889,6.679503452887098e-08,,0.348374950821975,,0.10681807136482441,9.592381087371773,,0.005820274149856859,4.197580924015238,,,,,,,,,,,,,,0.027180129667039775,1.674514383489346e-07,,,0.030095594751360713,0.004257357829300112,,0.11922678251139018,,0.006493831770624057,0.031546447923233946,0.026719423582248915,,,,,,,,,,,,,,,,,
ERR414239,78.69480929376638,0.0,0.0,1.323787102516968e-09,6.026253753723761e-09,17.074579607852876,1.9587043625294703e-07,4.252672671618417,19.739246986579836,89.9365912955023,6.038776749566676e-10,0.0,,16.700845284978477,5.308139813466591e-10,57.82398553098541,2.6905069072335368e-09,8.221466105240578,1.1442902573326776e-10,4.1763355030380804e-09,4.475675767346085,13.488745782242123,0.673785219220331,6.280223366372491,4.8925543675161655e-09,,1.1201289365817995e-09,1.6627831905570292,0.0,1.073316650440312e-08,4.7075108886531645,,1.2102206302639889,4.1582397653051935,2.9417930456579054e-09,,12.63994253281001,4.990405471756608,,,,,1.5592951439185922e-08,,3.334000403493037e-09,,,,,,3.2616599481231827e-09,1.4897667618708426e-09,,0.26209364268342455,,1.2916235227044358e-08,0.29802641736972785,0.2103536656492112,,,0.7307104473531699,0.17561617820257325,0.40205767690182587,3.469472886953319e-09,,,,,,,,,,,,,,,
ERR414233,1.6995635563530611,0.15122716487339108,1.4672084710612094,0.010077003327086085,0.1398352008021373,4.681466414249546,0.020694033537768265,0.2119268603403437,4.315698965048759,45.31057788065899,11.879011594350665,3.471235346604291e-08,,1.9670762145588188,0.0024797366318508288,2.7502285037190988,0.5760121695154105,2.2828355718094433,0.7393201665772761,0.22257823840146268,1.8305557390750435,15.15651232478615,0.0729951832054787,0.2097186627549413,,0.014524187067910744,,0.04409759601021088,2.1605346272606366e-08,0.02846269368216748,0.03298474227766592,,0.018695798523661166,0.13225832111373545,,0.005857232868026395,0.14872162812863216,0.08539425210579094,,,,,,,,6.91613081611049e-06,,,,,0.06864314036652612,3.3248882421037815e-08,0.01734306575286357,,,0.004182314690821778,,0.017316485972920355,0.027377190490580662,,,,,,0.0060274224016907876,0.030673098186606008,0.013215981604660148,0.008631029955205162,0.04737137089121474,0.008520644404178775,,,,,,,,,
ERR414246,19.77915881518602,1.0765012529232483e-08,0.0,2.0517558966600744e-08,2.0305350480983018,5.334792219426983,,0.3547205619692054,2.9448346049024643,94.48422658549006,30.756516474939637,3.335626172857202e-08,0.6586997268740046,1.697688714279826,,18.828775894240664,2.2822431556163143,0.34310145674603765,5.916374362238446e-08,0.3843652891554009,14.73550937884186,11.701102316407642,,0.3624285054775611,3.3326625609449975e-07,,6.676845586767468e-08,0.5559829412716272,0.0,,,,0.30399478681199105,16.78967585747363,,,0.15788060005588464,,,,,,,,,,,,,,,1.646338473060454e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414250,79.73123851105281,7.998215967867406e-09,0.0,6.279319112542098e-09,1.4880424605913223,4.069603629620755,0.05942600118947589,0.3902540717124818,3.59728547855767,46.34892873151624,26.98296207082338,2.28219849842035e-08,,1.9028292188214653,,19.387930795875125,18.59360863069384,0.6748763126336471,1.4768292681955617e-08,0.20832223671882147,10.670887250901684,12.478160704296311,0.2869586596100146,0.9547317796326062,1.8250479176757565e-06,0.08938042296505651,5.1883849108256645e-08,0.22633988037348463,0.0,,,,0.32550361754959883,,,,0.126616512694797,,,,,,,,,,,,,,,1.2928448818448923e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414240,4.635501795104278,0.10907238915434804,3.386819256873938,0.041269918277579774,2.8669401280545563,1.5776675350517029,0.010984205236963926,0.07508432551920169,2.1628886841388666,41.34817194430857,11.960277525934272,2.660972172087748e-07,,0.7742772540522889,0.006194167587334163,5.648447787499796,2.042043676025268,0.24096965889433375,0.47352090888176146,1.1358013699448675,7.022565829962441,12.175226489246679,0.07254380966352907,0.17830368677642888,0.009148151548166268,,0.01234951187342424,0.05094685069656953,,,0.09544489434483604,,0.046684404240152876,,,,,,,,,,0.014022836946691404,,,,,,,,0.014743368619368005,1.2401654123094517e-07,,,,0.0058213463678246724,,0.02515905504895417,,,,,,,,,,,,,,,,,,,,,
ERR414252,40.433808304782445,0.26344994623247203,5.733880729525189,0.1547843413466097,0.6391907262507616,1.557137996987639,,0.08024210481674207,0.4229965049909471,10.318944084752886,2.504177707648512,1.4088740561684125e-08,,1.4214760331063852,,5.706422875712118,5.194833254299534,0.04641122456786532,0.5036513499029026,6.422501068403134,7.679697366402007,12.410257269176743,0.05047090215401933,0.38431146112130976,0.006731608094779807,,0.014249293228967915,0.3130446645071677,6.997814358355715e-08,0.07781050131938158,,,0.03749682904969602,,,,,,,,,,,,,,,,,,0.015559278144960493,2.1397434537845198e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414242,119.63759699973625,4.980389157193381e-08,0.0,1.2554485792261114e-07,9.032508250743531e-08,3.928058242756772,0.0007676963479566354,0.5736845235852936,7.973268265651151,171.8951309966192,2.899084652056431,2.2070047896447933e-08,0.2406812133106224,4.23679871694595,,5.6649146404015776,3.152205061578976,211.53588339283,4.260011045650778e-08,0.0013472450971420617,8.487815113661975,29.25229675973511,0.411947838975652,1.9784783288924197,2.405578211812346e-07,0.417369457351521,,0.5236768365537418,5.7079343964758064e-08,,,,,,,2.0822728630652847e-07,,0.43222637938024927,,,,,,,,,,,,,8.624388078268591e-07,8.361137134520532e-08,,,,1.7875620370119914e-07,,,,,,,,,,,,,,,,,,,,,,,
ERR321584,4.750836260572299,1.3799768461342625e-09,0.0,7.282187458269764e-09,1.0423479515207544e-09,2.0598307900005177e-09,1.1241523878036533e-08,2.612857894810685,45.17149532178074,144.98123562763402,4.763632134085117e-10,2.8330207933580772e-09,0.7911623575539665,19.960590751251292,0.0,3.982509357553466,2.2539558404874944e-09,39.55136344542408,1.738082728615895e-09,8.760612295143827e-10,9.118548231364941e-10,15.144770170458006,0.6028671359017528,20.36663144308897,,0.2491208397149881,,0.6627692467487064,0.0,,0.7042573593234571,,,,,6.368177365149791e-10,35.71511636692227,,,,,,,,,,2.028287975254694e-08,,,,2.7772994926267216e-08,1.764908387092931e-08,,,,4.919113384526244e-09,,0.07173399025571982,,,,,,,,,,,,,,,,,,,,,
ERR414244,32.010658668580426,8.567493661780949e-09,0.0,1.8912693781890795e-09,1.1712821717941614e-07,7.427777910454551,,2.9456780546552053,10.72943457730358,247.53813998793893,1.1376064046083018e-09,2.1810603354628058e-09,,50.46350539514737,,66.9692728967266,3.949964512769293e-09,353.46674406364014,2.196693980075532e-09,4.443183337534283e-09,7.6333068550034335,18.96908355199794,0.5151722448944452,3.112738268738314,,,,,0.0,,1.063401615875281,,,4.886890958446482,,,2.3257525331479525,1.8852513342388293,,,,,,,,,,,,,6.364870581834534e-08,2.634023311619554e-08,26.5894172489036,,,,,,,,,,,,,42.07358149383035,,,,,3.114240014061904e-09,32.509558061170736,,,,,,,
ERR414241,5.128656647326964,0.0,0.0,2.2281954495963545e-08,8.132365309982644e-08,0.07652561137415444,1.523878399742033e-07,0.19858900855508488,1.7289535704489358,87.2680127756659,0.0,3.64891848199781e-09,0.7636749638339416,0.8570339239709457,,2.4625609772853827,6.007394023776107e-08,16.11736181851507,2.1990574924340216e-08,1.5150012731964603e-07,1.3718417346708124e-07,22.41101714267705,0.03290603545959187,0.7720595459765905,8.569501517506391e-08,0.4199328172195243,9.738376004752193e-08,0.031102692798492586,,,,,0.03824465065325906,0.014278835060005227,,,0.08999584761539992,0.05886449597051821,,,,,,,,,,,,,8.842261449628645e-08,1.8850716223944586e-08,0.08401908624900048,,,,,,8.613567417595928e-08,,,,,,,0.752719335041662,2.5974643163971933,,,9.564043144145744e-08,,0.08085720880451026,1.476712505158666e-07,,,,,,
ERR321590,2.832004943947526,0.23444909522728855,5.00876767230318,0.1502533637695714,0.14969463513887332,1.3145741929815076,0.00882628130731467,0.11899985373578885,0.5428223582094097,42.51021802961952,2.2084815160641313,3.220291244058176e-09,0.22451589816804504,0.4772634201502059,,1.7364607392230027,2.1729823949158944,0.09287450775864065,2.1462587439590597,0.14313056259718196,2.6700623131715697,11.866326696384355,,0.4668177262902844,0.008405662401442474,0.06912037664736403,0.012085155071785803,,,0.01801558921340382,,,0.03147537492281221,,,,0.0314585580581563,,,,,,,,,,,,,,,3.962553400625656e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR321592,192.86267507098597,0.49808431759526267,0.25766158763869074,0.5902701324124939,,6.836010670987415,,1.697956253110875,3.8203603979246763,9.757073724598222,72.7039685367379,1.4709068671894603e-08,2.573819311788039,15.878789977842747,,103.7947931727682,6.4847632682441905,6.445678771338507,10.46221611302191,2.072701615325001,22.94162828556072,11.417040169782634,,5.191268893944494,0.034099892999851354,7.178856419655662,0.02169283486069432,2.5030100374057236,2.796794513965423e-10,,,,0.7022640635628056,15.40833246783849,,,,,,,,5.761261621707015,,,,,,,,,0.23553613946834323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414262,16.204402847130755,0.0,0.0,3.134247752191132e-08,4.3945621679262776e-08,0.0,1.364410032795596e-07,0.16572837731560097,1.4147839240136726e-08,155.78032069966406,0.0,3.0972029459529754e-08,,1.3579372879947804,4.122869178280506e-08,9.05949377907353e-09,0.0,141.34566516365027,0.0,5.624196672732681e-08,0.0,26.942323113409444,,0.7855162283601863,5.3239285286139276e-08,1.5877211450274982e-07,2.569653257374491e-08,2.6885448276621905e-07,,,,,0.006198510198501973,,,,1.4670218097758495e-05,0.41877093181676966,,,,,,,,,,,,,3.024467099471628e-08,1.5591517321979226e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414265,37.63986837021542,0.01528979193812834,9.018217781483713e-09,3.9901608440040746e-08,0.16426639512752936,2.1077272799406392,,0.09117294264464981,27.372405825451654,31.630506142184682,8.114446653127667,4.817881416410024e-09,0.41293086128345585,0.9880265398250908,,7.3170976219556625,10.429684307326298,0.37264699791012296,2.9670109122484126e-08,1.773695256740403,6.229036953150091,12.57657847579088,,0.26337226793871327,0.004576855173904199,0.055534004700110114,0.0045913941232876,0.12073331211526521,9.992265800277633e-09,,0.6259975112464538,,0.036156278900139616,10.95884099639673,,,0.16597198051110554,,,,,,,,,,,,,,0.0222861907282221,1.561610103926017e-08,,,,,,,,,,,,,,0.056930621807491345,,,,,,,,,,,,,
ERR321587,53.67340279386716,0.0,0.0,4.2848277038015646e-08,2.2204870587715297e-08,1.6520653797449562e-08,1.9766117952446358e-07,2.9390059366258963,18.098282400668587,195.36041748719325,0.0,1.697207921886861e-08,0.3917380992240217,10.51988195395224,0.0,5.280051151070616,0.0,138.37507322580768,4.103581292031671e-09,9.634047406758709e-08,1.1998085504787205e-07,25.217279933030216,0.110899606201521,7.6606132970902285,3.4998507708019104e-08,0.27707372845168815,,0.25277812572199343,0.0,1.780315020240697e-08,,,,,,2.0645407843644034e-07,1.8638662908999475,,,,,,,,,,,,,,6.120040169621858e-09,,,,,3.65369238435503e-08,,0.060741926862868605,,,,,,,,,,,,,,,,,,,,,
ERR321589,1.4865781783479448,0.1207872817109074,3.2940951641756033,0.02192890337461051,0.18981783776627942,1.4279280458519603,0.018262653892592455,0.06588522995083586,0.9598916713027805,39.25370650054644,6.68121384172229,2.7769594194503594e-09,1.5002947191587688,0.36771365702066117,0.010774224693109943,1.4678851064674558,0.8923751798697539,1.4931657030555936,1.276481151658292,5.542153905840413,8.402096980866297,14.806907929684357,0.020188795202577513,0.5040129690641101,,0.6616347996929387,,0.03190070342796643,3.3864143576282553e-09,0.00884498755340953,0.05023964021128305,,,,,,0.038549769302239835,,,0.015880893069883696,,,,,,,,,,,,,,,,0.005437269151207987,,,,,,,,,,,,,,,,,,,,,,,
ERR414254,9.779446930350138,1.5632675562828083e-09,0.0,4.556745308742708e-09,2.7110640340110785e-09,2.2281915299910966e-09,5.598300333229681e-08,0.21498182115421105,1.0066208237270202,121.74666505392725,0.0,2.9637239592573895e-09,,3.7553436659139408,3.2893803369513096e-09,2.290056670546538,0.0,110.15910091742643,4.2991655594548833e-10,1.138072418568197e-08,4.79453179261743e-09,29.25229667687113,0.04102336157263363,0.45478887140957863,6.78358850676006e-09,0.03955598282174292,,0.0631979617617528,2.5598552079483855e-09,,0.0591436861196005,,,2.1646534900738028e-08,,7.292911889235025e-09,0.9425195320269627,0.1509765431327068,,,,,,,,,,,,,1.0053986005977578e-08,7.224574853162192e-09,,,,1.1379107833289427e-09,,,,,,,,,,,,,,,,,,,,,,,
ERR414261,15.611884089249598,0.07440407213665523,2.506211878411729,0.024928691071789813,1.9233347776365644,2.474516808371441,0.01938264778991416,0.12407357161777355,2.7969220298372166,45.52997244266137,13.968392914154505,1.4433328261777517e-08,0.035557336049871595,2.0502877194224887,0.0033677382246027595,6.873999075381738,2.56706732042546,0.8915004496855091,0.17310850069372574,0.6348816214158739,2.3922471483952417,13.372224243312422,,1.4492853303541515,0.00778620907934725,0.022985347299346637,0.009061321069527553,0.056685326596712264,,0.011449161646198146,0.12170622170711454,,0.05933276352512622,2.4831574305740403,,,0.04678743472258477,0.06605522374349414,,,,,,,,,,,,,0.029057937920482297,3.170862340651244e-08,0.04835161188726352,,,,,0.020057224651366806,,,,,,,,,,,,,,,,,,,,,
ERR414268,21.338034274580284,0.6522682007076213,3.3226846333908395,0.017716473434796747,4.786269760773259,1.587007298258341,,,2.2385033825381973,93.51345997553287,4.780066502637917,8.162822386017433e-09,0.62139480415212,1.2445593388685672,,2.2415807121875893,9.912713112901779,0.32025501138396434,0.6663435006184546,0.3080706160660831,0.6557652634210561,12.040380423923084,,3.1568375156618225,0.011473929033830566,0.31089118473154237,,,,,,,0.15048665562751437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414270,7.248265973578064,0.05189510119872075,6.479471160082002,0.03949615690151664,0.21613386149433064,0.9443110012020443,0.008078829169103394,0.023572608141625095,0.3850525015137668,33.52128617935848,4.67111047335973,7.066270732537125e-08,0.24305347513984416,0.5093776313552927,,0.11228392435593278,3.178403754529822,,0.8498253745895676,2.614974462325816,3.2028314955141437,12.321617402716253,,0.04925740355039613,,0.021463751125447343,0.02040501716266026,0.02515057747703657,1.1948735922870556e-07,,0.49198341391575995,,0.08922261689266973,,,,,,,,,2.6408310893041063,,,,,,,,,,1.7686418454956487e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414267,110.53691544472841,4.087340039622189e-09,0.0,3.894072192245282e-09,2.5933190027286197e-07,5.41116762967679,,0.5555589274367555,5.9091326044611945,82.2010971475291,21.06308519308592,5.932223006424913e-09,0.6202905823563534,4.4094337328753035,,5.3036850208158,15.21095000141206,1.0764278343725255,1.2534614993296708e-09,7.864139653157618,20.009077356021802,12.428704550690286,0.44656660375535795,1.3405214097693212,2.271425758666596e-08,,8.668504468704062e-09,0.2441342597440124,2.1418812376834507e-09,,,,,1.023448993929585,,,,,,,,,,,,,,,,,7.111070836095594e-06,9.751426775563685e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414277,75.13506735725757,0.1864617354583439,0.05385759603334764,0.014224001583063129,6.043862975410727,3.8713623414638287,,,2.1639825256725524,61.22195352400713,6.252346933077929,3.597479218302023e-06,,0.8146830969773386,0.0032362044426649745,10.580874364634873,26.87133753299721,7.224202974984992,0.4997875530881805,0.0788512755192755,23.92995087329123,14.290298324354554,0.07285448766751901,0.47904622811682424,,0.09577382248735113,0.11398406016174438,,,,,,0.10313214668413019,0.9658598770249597,,0.009352983377612919,,,,,,,,,,,,,,,,4.145846384838344e-06,,,,,,0.0655302732549562,,,,,,,,,,,,,,,,,,,,,
ERR414266,57.635478991265465,0.08292368212259775,3.8990514887198393,0.10949906322214945,0.05967455266428282,4.670617645724004,,0.16591170033687605,2.4328024717762555,18.123100239262193,11.254539385448851,7.254959014191353e-08,,3.1202185079784015,0.005265902025048496,4.291257010843564,9.722110545365311,0.11268617028719209,0.5496941865018381,16.785014974527844,9.335280513577715,12.42496098078246,0.09994501395036072,1.104237601773928,,,0.02320023937713548,0.20999963812227374,0.0,,1.324877673680659,0.4382046053490058,0.1337983492923797,6.413272211439917,,,,,,,,,,,,,,,,,0.03970538959438549,1.5922732184189326e-09,0.03943039910500184,,,,,0.034203992720776684,,,,,,,,0.1513326362878652,0.09669672202988953,,,,,,,0.01108425044653897,,,,,
ERR414278,114.55060795731814,1.7817748845806945e-07,2.262962912613814e-08,1.5075521083642764e-06,2.3452517162301486e-06,8.68003884663784,0.015835612881739423,1.0909397819485345,9.999127942695392,50.747486559891634,4.197642556360809,3.753856720051945e-07,,8.217871212244606,4.070707330536196e-06,16.37675270569843,3.974950261745538,6.776524401612443,9.285373335037678e-08,6.792061993984356,22.26186021480266,13.172748697340719,,0.6146551759142853,,,2.3043306786201267e-05,0.28382347801090746,1.2249301303914092e-08,,6.073551830992873,,0.17308648605349974,6.439788560838985,,,2.191366187175003,,,,,,,,,,,,,,1.2793438429064808e-05,1.226512261275656e-06,0.30551068588603664,,,3.427600319883677e-05,,0.18291825894637687,,,,,,,,0.3691785216271276,0.951936906098894,,,,,,,,,,,,
ERR414274,143.36912282621861,0.0,0.0,5.7574786582321025e-09,0.0,7.63660078014623e-09,4.116692655520679e-08,2.264859301401534,2.3736206698181923e-08,130.5282000207861,1.9161586261137756e-09,1.6535096134589659e-09,7.415463773529037,11.625333022944384,1.8974306895259284e-08,1.0160491294559022,0.0,55.412942842879545,0.0,7.282845934575111e-09,3.4204667868953184e-10,15.006793085707024,0.034831268372700494,4.822674516641943,,0.046818379145380215,1.4345547470576605e-08,0.43508152400707156,0.0,2.0755147588072656e-09,,,0.3606784457083616,0.0,3.0944517784057184e-09,3.345198082283126e-08,10.485222455192647,,,,,21.82484571166277,,,,,,,,,9.702243955429101e-09,6.348939423881288e-09,0.4287103792005571,,,5.443330453188421e-09,,0.02019702966243564,,,6.983223996903649,,,,,2.5774746068020744,4.053828803356321e-09,,,,,,,,,,,,
ERR414279,162.29454723376364,0.0,0.0,1.6110454260313076e-09,1.9931231861721566e-09,28.20365598221316,1.0004058332252875e-06,3.821092160021459,32.14427465408837,115.13089861648342,3.879403748800694e-10,4.912553119986191e-10,,37.33165252915702,,50.07597094121341,2.4986489893685627e-09,24.974327428276883,8.244713679028359e-10,4.749040340039002e-09,35.25182956112729,13.287668068674442,1.300757732783654,6.267143491920441,1.1681313187562343e-08,0.3109570565860092,1.3078458780590785e-08,3.581474051452859,0.0,2.0660650967178788e-07,27.874678125111373,0.0,1.3148348591643202,0.14904862493134274,,,2.256802404533137,,,,,,,,,,,,,,1.0490236744537554e-08,2.1131119198162454e-09,,1.147313290696151,,2.0541936109764183e-08,0.8351547455121725,0.7465949339698207,,,,0.35095452869644383,,,,,,,,,,,,,,,,,
ERR414294,23.652888185695595,1.5531209404965014e-07,0.0,8.98747713198395e-09,0.10017853405130064,5.190526500980525,0.03831322602901281,0.4126069477995881,3.7880375819026453,63.446207103895475,24.0552367695973,1.3833998718369038e-07,3.97292001431322,1.756674414699604,2.6524246573997006e-06,4.249071958457289,0.07823684852778283,1.422832933918547,1.4707009963506872e-07,0.317391486977802,2.9807031703806803,13.0193867936515,0.1214981567780281,1.2579609335755604,,2.320000095366968,1.193868105695791e-07,0.11140003610903433,3.2511105008124775e-07,,0.14409191200185037,,0.11898499981137341,,,,0.13320861001141485,,,,,,,,,,,,,,,1.7323216449940053e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR414297,26.552258982406148,0.13202933356704394,3.259633015613291,0.01048526190570156,1.9622008597219192,4.234212321572229,0.0642409734265983,1.116641745942826,3.672594059196473,47.332326129111195,8.82838600243891,8.163838836542127e-09,,2.0141772821694772,0.004235433701964061,5.014715308527475,3.43698963289971,,0.2767683790861279,14.592670114329051,6.527240130357871,12.394187925724069,0.08796507434892194,1.43472146023347,,,0.011047603063265467,0.11305650787645406,0.0,0.0349950870982504,1.2863914228139144,,0.044084746746815416,,,,,,,,,,0.012329384389334482,,,,,,,,,1.0771584850407499e-07,,,,,,0.02604648653511217,,,,,,,,,,,,,,,,,,,,,
ERR414282,28.36562569575003,1.1675716030413152e-08,6.859779634114673e-09,5.9123215562084207e-08,3.0525726997666153e-08,0.9542234759765386,4.3445859657026975e-05,0.41124289882074344,26.16912907419063,108.9645566078959,1.3332230461992023e-08,1.0526114991245729e-08,0.11572932745822634,2.7379914711838707,1.3679209060348803e-08,7.453978408750447,9.306296898839872e-08,22.359854386446457,1.2573044018448351e-08,6.405196285700268e-08,4.825134368701004,18.101046618453633,0.13504028113118363,1.3349786650847937,7.235513049828048e-08,0.18698096444622134,7.420742039440912e-07,0.2216447331585906,6.839355218901399e-08,,1.3082529644410812,,0.08737588892132533,,,2.819772318890374e-06,0.2673789710483254,0.3463742236164351,,,,,1.3221087550216596e-07,,,,,,,,,2.831173748309036e-08,,,,1.602186695366224e-06,,0.09799638271089242,,,,,,,,,,,,,,,,,,,,,
ERR414292,47.383227888594014,0.27513366449562954,1.644563736435884,0.032478565164205345,2.0461498173101433,2.7022025344986593,0.03031203313099499,0.3726428918915044,1.8757232502297072,64.52307343273688,7.249644792999619,5.8693250389340026e-08,,2.653544559276856,0.005125143272211051,14.077849176657832,9.106901808984885,0.860324428096935,0.4392512534053378,0.1945116945965631,20.533997311528665,12.596307530209648,0.4382594563724583,0.42814322229447926,0.01159818144216447,,,0.4616754108585236,2.233023940237459e-08,,1.7741719074709241,0.12941109083689803,0.340925348962304,18.356714361098266,,,0.09027844533720399,,,,,14.815640752399107,,,,,,,,,0.13733041915905947,,,,,,,,,,,,,,,,,,,,,,0.05203392949030278,0.007006503007558799,,,,,
