name,taxid,reads,relative,contributors,coverage,rank,id,agora_id
Bifidobacterium breve,1685,64,0.000131084684802779,2,0.00173077,species,ERR321182,Bifidobacterium_breve_HPH0326|Bifidobacterium_breve_UCC2003_NCIMB8807
Bacteroides coprosuis,151276,28,5.73495496012158e-05,1,0.000589612,species,ERR321182,
[Eubacterium] siraeum,39492,20166,0.0413039649020756,2,0.43964,species,ERR321182,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
[Clostridium] cellulosi,29343,27,5.53013514011724e-05,1,0.000762925,species,ERR321182,
Campylobacter coli,195,58,0.000118795495602518,1,0.0021096,species,ERR321182,Campylobacter_coli_JV20
Streptococcus sp. HSISM1,1316408,63,0.000129036486602736,1,0.00170008,species,ERR321182,
Alistipes finegoldii,214856,17410,0.035659130662756,1,0.293723,species,ERR321182,Alistipes_finegoldii_DSM_17242
Acholeplasma palmae,38986,19,3.8915765800825e-05,1,0.000770157,species,ERR321182,
Streptococcus anginosus,1328,94,0.000192530630804082,1,0.00290814,species,ERR321182,Streptococcus_anginosus_1_2_62CV
Butyrivibrio proteoclasticus,43305,50,0.000102409910002171,1,0.000715109,species,ERR321182,
Porphyromonas gingivalis,837,23,4.71085586009987e-05,1,0.000615316,species,ERR321182,Porphyromonas_gingivalis_W83
Blautia obeum,40520,4027,0.00824809415157486,1,0.0675187,species,ERR321182,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Mollicutes bacterium HR1,1541959,27,5.53013514011724e-05,1,0.000905396,species,ERR321182,
Coriobacteriaceae bacterium 68-1-3,1531429,22,4.50603604009553e-05,1,0.000704593,species,ERR321182,
Bacteroides thetaiotaomicron,818,2867,0.00587218423952449,1,0.0287,species,ERR321182,Bacteroides_thetaiotaomicron_VPI_5482
Gordonibacter pamelaeae,471189,23,4.71085586009987e-05,1,0.000401605,species,ERR321182,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378
butyrate-producing bacterium SM4/1,245012,190,0.00038915765800825,1,0.00385029,species,ERR321182,
[Ruminococcus] torques,33039,3665,0.00750664640315914,1,0.0690955,species,ERR321182,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Mycoplasma canadense,29554,15,3.07229730006513e-05,1,0.00136316,species,ERR321182,
[Eubacterium] eligens,39485,9742,0.019953546864823,1,0.216763,species,ERR321182,Eubacterium_eligens_ATCC_27750
Faecalitalea cylindroides,39483,284,0.000581688288812332,1,0.00909724,species,ERR321182,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,737,0.001509522073432,1,0.00810444,species,ERR321182,Bacteroides_dorei_DSM_17855
Eubacterium rectale,39491,67330,0.137905184808924,3,1.21274,species,ERR321182,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Bacteroides fragilis,817,52702,0.107944141538688,4,0.62622,species,ERR321182,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Acidaminococcus fermentans,905,29,5.93977478012592e-05,1,0.000784198,species,ERR321182,Acidaminococcus_fermentans_DSM_20731
Streptococcus pyogenes,1314,45,9.2168919001954e-05,1,0.0015239,species,ERR321182,
Candidatus Phytoplasma mali,37692,8,1.63855856003474e-05,1,0.000837289,species,ERR321182,
Ruminococcus bicirculans,1160721,1453,0.00297603198466309,1,0.0308367,species,ERR321182,Ruminococcus_bicirculans_80_3
Prevotella dentalis,52227,34,6.96387388014763e-05,1,0.000639357,species,ERR321182,
Parabacteroides distasonis,823,314,0.000643134234813635,1,0.0041115,species,ERR321182,Parabacteroides_distasonis_ATCC_8503
Megasphaera elsdenii,907,28,5.73495496012158e-05,1,0.000712809,species,ERR321182,Megasphaera_elsdenii_DSM_20460
Odoribacter splanchnicus,28118,5075,0.0103946058652204,1,0.0727924,species,ERR321182,Odoribacter_splanchnicus_1651_6_DSM_20712
Eggerthella sp. YY7918,502558,44,9.01207208019106e-05,1,0.000887417,species,ERR321182,Eggerthella_sp_YY7918
,0,84737,0.173558170877079,0,0,species,ERR321182,
Barnesiella viscericola,397865,2465,0.0115155167500549,1,0.044864,species,ERR321188,
Prevotella denticola,28129,69,0.000322341036816952,1,0.00131536,species,ERR321188,Prevotella_denticola_DSM20614|Prevotella_denticola_F0289
Coprococcus sp. ART55/1,751585,2131,0.00995519926749167,1,0.0382119,species,ERR321188,
Coprococcus catus,116085,2022,0.00944599386150547,1,0.0321435,species,ERR321188,Coprococcus_catus_GD_7
Treponema succinifaciens,167,31,0.000144819886106167,1,0.00059915,species,ERR321188,
Alistipes shahii,328814,2352,0.0109876249071518,1,0.0349989,species,ERR321188,Alistipes_shahii_WAL_8301
Bacteroides helcogenes,290053,2305,0.0107680592733779,1,0.0322788,species,ERR321188,
Oscillibacter valericigenes,351091,97,0.000453146095235426,1,0.00121504,species,ERR321188,
Alistipes finegoldii,214856,722,0.00337290186350492,1,0.0108274,species,ERR321188,Alistipes_finegoldii_DSM_17242
Bacteroides salanitronis,376805,3402,0.0158928145978445,1,0.0442157,species,ERR321188,
Ruminococcus sp. SR1/5,657323,2975,0.0138980374569628,1,0.0469877,species,ERR321188,Ruminococcus_sp_SR1_5
Ruminococcus bromii,40518,5933,0.0277166575570287,1,0.147726,species,ERR321188,Ruminococcus_bromii_L2_63
Ornithobacterium rhinotracheale,28251,252,0.00117724552576626,1,0.00588523,species,ERR321188,
Clostridium sp. SY8519,1042156,44,0.000205550806086173,1,0.00086891,species,ERR321188,Clostridium_sp_SY8519
Bifidobacterium pseudocatenulatum,28026,17,7.94173568969303e-05,1,0.000411453,species,ERR321188,Bifidobacterium_pseudocatenulatum_DSM_20438
Prevotella fusca,589436,398,0.00185930047323401,1,0.006833,species,ERR321188,
Campylobacter jejuni,197,139,0.000649353682863136,2,0.00478621,species,ERR321188,Campylobacter_jejuni_jejuni_ICDCCJ07004|Campylobacter_jejuni_jejuni_M1|Campylobacter_jejuni_jejuni_NCTC_11168
Ruminococcus bicirculans,1160721,90,0.000420444830630807,1,0.00169782,species,ERR321188,Ruminococcus_bicirculans_80_3
Lactobacillus ruminis,1623,11,5.13877015215431e-05,1,0.000298067,species,ERR321188,Lactobacillus_ruminis_ATCC_25644
Akkermansia muciniphila,239935,118,0.000551249889049281,1,0.00248039,species,ERR321188,Akkermansia_muciniphila_ATCC_BAA_835
Campylobacter hominis,76517,10,4.67160922923119e-05,1,0.000326538,species,ERR321188,Campylobacter_hominis_ATCC_BAA_381
Mucinivorans hirudinis,1433126,20,9.34321845846239e-05,1,0.000355643,species,ERR321188,
Blautia obeum,40520,1067,0.00498460704758968,1,0.0159021,species,ERR321188,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Mageeibacillus indolicus,884684,12,5.60593107507743e-05,1,0.000371323,species,ERR321188,
Bacteroides coprosuis,151276,54,0.000252266898378484,1,0.00101076,species,ERR321188,
Riemerella anatipestifer,34085,538,0.00251332576532638,3,0.0136358,species,ERR321188,
Paludibacter propionicigenes,185300,26,0.000121461839960011,1,0.000395061,species,ERR321188,
butyrate-producing bacterium SS3/4,245014,1602,0.00748391798522837,1,0.0249129,species,ERR321188,
Roseburia intestinalis,166486,2333,0.0108988643317964,2,0.0309965,species,ERR321188,Roseburia_intestinalis_L1_82
Butyrivibrio proteoclasticus,43305,24,0.000112118621501549,1,0.000305113,species,ERR321188,
[Eubacterium] siraeum,39492,3923,0.018326723006274,2,0.0760227,species,ERR321188,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Treponema denticola,158,106,0.000495190578298506,1,0.00214179,species,ERR321188,
Ruminococcus champanellensis,1161942,54,0.000252266898378484,1,0.00117519,species,ERR321188,Ruminococcus_champanellensis_18P13
Peptoclostridium difficile,1496,121,0.000565264716736974,3,0.0016573,species,ERR321188,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Anaerostipes hadrus,649756,3303,0.0154303252841506,1,0.0593838,species,ERR321188,Anaerostipes_hadrus_DSM_3319
Faecalibacterium prausnitzii,853,3244,0.015154700339626,2,0.0555906,species,ERR321188,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
[Eubacterium] cellulosolvens,29322,20,9.34321845846239e-05,1,0.000330905,species,ERR321188,Eubacterium_cellulosolvens_6
Prevotella sp. oral taxon 299,652716,87,0.000406430002943114,1,0.00196429,species,ERR321188,
Enterococcus faecium,1352,482,0.00225171564848944,1,0.00893829,species,ERR321188,Enterococcus_faecium_TX1330
Eubacterium rectale,39491,20704,0.0967209974820026,3,0.331483,species,ERR321188,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Porphyromonadaceae bacterium ING2-E5B,1562970,17,7.94173568969303e-05,1,0.00033892,species,ERR321188,
Bacteroides vulgatus,821,12192,0.0569562597227867,1,0.132235,species,ERR321188,Bacteroides_vulgatus_ATCC_8482
Tannerella forsythia,28112,53,0.000247595289149253,1,0.000871526,species,ERR321188,Tannerella_forsythia_ATCC_43037
Bacteroides thetaiotaomicron,818,1860,0.00868919316637002,1,0.0165506,species,ERR321188,Bacteroides_thetaiotaomicron_VPI_5482
butyrate-producing bacterium SM4/1,245012,154,0.000719427821301604,1,0.00277401,species,ERR321188,
Prevotella ruminicola,839,136,0.000635338855175442,1,0.00210412,species,ERR321188,Prevotella_ruminicola_23
Porphyromonas gingivalis,837,32,0.000149491495335398,1,0.000760971,species,ERR321188,Porphyromonas_gingivalis_W83
Bifidobacterium longum,216816,105,0.000490518969069275,1,0.00247791,species,ERR321188,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
Faecalitalea cylindroides,39483,206,0.000962351501221626,1,0.00586551,species,ERR321188,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,6553,0.030613055279152,1,0.0640535,species,ERR321188,Bacteroides_dorei_DSM_17855
Bacteroides fragilis,817,2786,0.0130151033126381,4,0.0294258,species,ERR321188,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Roseburia hominis,301301,1050,0.00490518969069275,1,0.0163691,species,ERR321188,Roseburia_hominis_A2_183
Methanobrevibacter smithii,2173,26,0.000121461839960011,1,0.000785685,species,ERR321188,Methanobrevibacter_smithii_ATCC_35061
Prevotella dentalis,52227,147,0.000686726556696985,1,0.00245714,species,ERR321188,
[Clostridium] saccharolyticum,84030,619,0.00289172611289411,2,0.00822138,species,ERR321188,
Prevotella intermedia,28131,105,0.000490518969069275,1,0.00217822,species,ERR321188,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
[Ruminococcus] torques,33039,1049,0.00490051808146352,1,0.0175792,species,ERR321188,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
[Eubacterium] eligens,39485,16556,0.0773431623991516,1,0.327446,species,ERR321188,Eubacterium_eligens_ATCC_27750
Filifactor alocis,143361,49,0.000228908852232328,1,0.00142102,species,ERR321188,Filifactor_alocis_ATCC_35896
Prevotella melaninogenica,28132,575,0.00268617530680794,1,0.0101632,species,ERR321188,Prevotella_melaninogenica_ATCC_25845
Odoribacter splanchnicus,28118,2944,0.0137532175708566,1,0.0375349,species,ERR321188,Odoribacter_splanchnicus_1651_6_DSM_20712
Parabacteroides distasonis,823,12284,0.057386047771876,1,0.142974,species,ERR321188,Parabacteroides_distasonis_ATCC_8503
Acidaminococcus intestini,187327,5602,0.0261703549021531,1,0.126102,species,ERR321188,Acidaminococcus_intestini_RyC_MR95
Bacteroides xylanisolvens,371601,15287,0.0714148902872573,1,0.143248,species,ERR321188,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Streptococcus pyogenes,1314,74,0.000345699082963108,1,0.00222753,species,ERR321188,
Acidaminococcus fermentans,905,38,0.000177521150710785,1,0.000913395,species,ERR321188,Acidaminococcus_fermentans_DSM_20731
,0,70257,0.328213249618096,0,0,species,ERR321188,
Eubacterium limosum,1736,42,9.77503456172934e-05,1,0.000564319,species,ERR321190,Eubacterium_limosum_KIST612
Candidatus Zinderia insecticola,884215,2,4.65477836272826e-06,1,0.000556184,species,ERR321190,
Barnesiella viscericola,397865,309,0.000719163257041516,1,0.00582478,species,ERR321190,
Coprococcus sp. ART55/1,751585,485,0.0011287837529616,1,0.00900734,species,ERR321190,
Coprococcus catus,116085,1613,0.00375407874954034,1,0.0265574,species,ERR321190,Coprococcus_catus_GD_7
Treponema succinifaciens,167,35,8.14586213477445e-05,1,0.000700619,species,ERR321190,
Alistipes shahii,328814,3161,0.00735687720229201,1,0.0487171,species,ERR321190,Alistipes_shahii_WAL_8301
Odoribacter splanchnicus,28118,6920,0.0161055331350398,1,0.0913783,species,ERR321190,Odoribacter_splanchnicus_1651_6_DSM_20712
Ruminococcus albus,1264,40,9.30955672545652e-05,1,0.00051761,species,ERR321190,Ruminococcus_albus_7
Bacteroides helcogenes,290053,1366,0.0031792136217434,1,0.0198124,species,ERR321190,
Oscillibacter valericigenes,351091,131,0.000304887982758701,1,0.00169954,species,ERR321190,
Bacteroides salanitronis,376805,842,0.0019596616907086,1,0.0113343,species,ERR321190,
Ethanoligenens harbinense,253239,21,4.88751728086467e-05,1,0.000404843,species,ERR321190,
Butyrivibrio fibrisolvens,831,58,0.000134988572519119,1,0.00106308,species,ERR321190,Butyrivibrio_fibrisolvens_16_4
Ruminococcus sp. SR1/5,657323,2714,0.00631653423822225,1,0.0443964,species,ERR321190,Ruminococcus_sp_SR1_5
Ruminococcus bromii,40518,1215,0.00282777785535742,1,0.0313327,species,ERR321190,Ruminococcus_bromii_L2_63
Blautia obeum,40520,3196,0.00743833582363976,1,0.0493329,species,ERR321190,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Bacteroides xylanisolvens,371601,30998,0.0721444098439253,1,0.300843,species,ERR321190,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Anaerostipes hadrus,649756,6216,0.0144670511513594,1,0.115747,species,ERR321190,Anaerostipes_hadrus_DSM_3319
[Ruminococcus] torques,33039,3656,0.00850893484706726,1,0.0634555,species,ERR321190,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Streptococcus anginosus,1328,170,0.000395656160831902,1,0.00484199,species,ERR321190,Streptococcus_anginosus_1_2_62CV
[Eubacterium] cellulosolvens,29322,57,0.000132661183337755,1,0.000976761,species,ERR321190,Eubacterium_cellulosolvens_6
Ruminococcus bicirculans,1160721,15244,0.0354787206807148,1,0.297843,species,ERR321190,Ruminococcus_bicirculans_80_3
Faecalitalea cylindroides,39483,1154,0.00268580711529421,1,0.0340318,species,ERR321190,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,14069,0.0327440383926119,1,0.142431,species,ERR321190,Bacteroides_dorei_DSM_17855
Streptococcus suis,1307,30,6.98216754409239e-05,1,0.000853764,species,ERR321190,
Roseburia hominis,301301,1653,0.00384717431679491,1,0.0266901,species,ERR321190,Roseburia_hominis_A2_183
Lactobacillus ruminis,1623,15,3.49108377204619e-05,1,0.000420971,species,ERR321190,Lactobacillus_ruminis_ATCC_25644
Clostridium sp. SY8519,1042156,104,0.000242048474861869,1,0.00212714,species,ERR321190,Clostridium_sp_SY8519
Candidatus Arthromitus sp. SFB-rat-Yit,1041504,11,2.56012809950054e-05,1,0.000420968,species,ERR321190,
Lachnoclostridium phytofermentans,66219,39,9.0768178073201e-05,1,0.000466623,species,ERR321190,
Bacteroides coprosuis,151276,20,4.65477836272826e-05,1,0.000387727,species,ERR321190,
[Clostridium] saccharolyticum,84030,709,0.00165011892958717,2,0.00975305,species,ERR321190,
Haemophilus parainfluenzae,729,17,3.95656160831902e-05,1,0.000472477,species,ERR321190,Haemophilus_parainfluenzae_T3T1
Ruminococcus champanellensis,1161942,265,0.000616758133061494,1,0.00597309,species,ERR321190,Ruminococcus_champanellensis_18P13
Mageeibacillus indolicus,884684,27,6.28395078968315e-05,1,0.000865315,species,ERR321190,
Alistipes finegoldii,214856,1348,0.00313732061647885,1,0.0209371,species,ERR321190,Alistipes_finegoldii_DSM_17242
Lactococcus lactis,1358,31,7.2149064622288e-05,1,0.000697669,species,ERR321190,
Akkermansia muciniphila,239935,1600,0.00372382269018261,1,0.0348335,species,ERR321190,Akkermansia_muciniphila_ATCC_BAA_835
Veillonella parvula,29466,18,4.18930052645543e-05,1,0.000489648,species,ERR321190,Veillonella_parvula_Te3_DSM_2008
Candidatus Portiera aleyrodidarum,91844,4,9.30955672545652e-06,1,0.000799462,species,ERR321190,
[Eubacterium] siraeum,39492,1871,0.00435454515833229,2,0.0375525,species,ERR321190,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Butyrivibrio proteoclasticus,43305,72,0.000167572021058217,1,0.00094803,species,ERR321190,
Adlercreutzia equolifaciens,446660,88,0.000204810247960043,1,0.00178304,species,ERR321190,Adlercreutzia_equolifaciens_DSM_19450
Parabacteroides distasonis,823,14655,0.0341078884528913,1,0.176662,species,ERR321190,Parabacteroides_distasonis_ATCC_8503
Roseburia intestinalis,166486,54952,0.127894690294322,2,0.756175,species,ERR321190,Roseburia_intestinalis_L1_82
butyrate-producing bacterium SS3/4,245014,3994,0.00929559239036833,1,0.0643295,species,ERR321190,
Faecalibacterium prausnitzii,853,11492,0.0267463564722366,2,0.203965,species,ERR321190,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Eubacterium rectale,39491,32673,0.0760427867227102,3,0.541797,species,ERR321190,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Bacteroides fragilis,817,10576,0.024614467982107,4,0.115693,species,ERR321190,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Peptoclostridium difficile,1496,349,0.000812258824296081,5,0.00483861,species,ERR321190,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Campylobacter jejuni,197,43,0.000100077734798658,2,0.00153351,species,ERR321190,Campylobacter_jejuni_jejuni_ICDCCJ07004|Campylobacter_jejuni_jejuni_M1|Campylobacter_jejuni_jejuni_NCTC_11168
Enterococcus faecium,1352,42,9.77503456172934e-05,1,0.000752003,species,ERR321190,Enterococcus_faecium_TX1330
Finegoldia magna,1260,16,3.72382269018261e-05,1,0.000467094,species,ERR321190,Finegoldia_magna_ATCC_29328
Bacteroides vulgatus,821,27021,0.0628883830696401,1,0.303537,species,ERR321190,Bacteroides_vulgatus_ATCC_8482
Tannerella forsythia,28112,43,0.000100077734798658,1,0.00073234,species,ERR321190,Tannerella_forsythia_ATCC_43037
butyrate-producing bacterium SM4/1,245012,129,0.000300233204395973,1,0.00240667,species,ERR321190,
Clostridium novyi,1542,23,5.3529951171375e-05,1,0.000523605,species,ERR321190,
Methanobrevibacter smithii,2173,172,0.00040031093919463,1,0.00538324,species,ERR321190,Methanobrevibacter_smithii_ATCC_35061
Prevotella dentalis,52227,46,0.00010705990234275,1,0.00079636,species,ERR321190,
[Eubacterium] eligens,39485,1879,0.0043731642717832,1,0.0384903,species,ERR321190,Eubacterium_eligens_ATCC_27750
Desulfovibrio desulfuricans,876,30,6.98216754409239e-05,1,0.000605547,species,ERR321190,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642
Bacteroides thetaiotaomicron,818,15249,0.0354903576266216,1,0.140535,species,ERR321190,Bacteroides_thetaiotaomicron_VPI_5482
Filifactor alocis,143361,12,2.79286701763696e-05,1,0.000360433,species,ERR321190,Filifactor_alocis_ATCC_35896
Bifidobacterium pseudocatenulatum,28026,217,0.000505043452356016,1,0.00543965,species,ERR321190,Bifidobacterium_pseudocatenulatum_DSM_20438
Bifidobacterium longum,216816,66,0.000153607685970033,1,0.00158914,species,ERR321190,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
Bifidobacterium catenulatum,1686,13,3.02560593577337e-05,1,0.000362583,species,ERR321190,Bifidobacterium_catenulatum_DSM_16992
Streptococcus pyogenes,1314,16,3.72382269018261e-05,1,0.00049883,species,ERR321190,
Acidaminococcus fermentans,905,24,5.58573403527391e-05,1,0.000597484,species,ERR321190,Acidaminococcus_fermentans_DSM_20731
,0,154298,0.359111495906122,0,0,species,ERR321190,
Prevotella dentalis,52227,61,0.000899161274155746,1,0.00105604,species,ERR321202,
Barnesiella viscericola,397865,56,0.000825459530372489,1,0.00105562,species,ERR321202,
Prevotella denticola,28129,44,0.00064857534529267,1,0.00086874,species,ERR321202,Prevotella_denticola_DSM20614|Prevotella_denticola_F0289
Coprococcus sp. ART55/1,751585,2926,0.0431302604619625,1,0.0543412,species,ERR321202,
Coprococcus catus,116085,389,0.00573399566633747,1,0.00640474,species,ERR321202,Coprococcus_catus_GD_7
Odoribacter splanchnicus,28118,1330,0.0196046638463466,1,0.0175626,species,ERR321202,Odoribacter_splanchnicus_1651_6_DSM_20712
Oscillibacter valericigenes,351091,15,0.000221105231349774,1,0.000194603,species,ERR321202,
Bacteroides salanitronis,376805,66,0.000972863017939004,1,0.000888435,species,ERR321202,
Butyrivibrio fibrisolvens,831,12,0.000176884185079819,1,0.000219948,species,ERR321202,Butyrivibrio_fibrisolvens_16_4
Ruminococcus sp. SR1/5,657323,357,0.00526230450612462,1,0.0058399,species,ERR321202,Ruminococcus_sp_SR1_5
Ruminococcus bromii,40518,65,0.000958122669182353,1,0.00167624,species,ERR321202,Ruminococcus_bromii_L2_63
Megamonas hypermegale,158847,8,0.000117922790053213,1,0.000209961,species,ERR321202,Megamonas_hypermegale_ART12_1
Blautia obeum,40520,380,0.0056013325275276,1,0.00586562,species,ERR321202,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Bacteroides xylanisolvens,371601,2410,0.0355242405035303,1,0.0233897,species,ERR321202,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Clostridium botulinum,1491,21,0.000309547323889683,1,0.000379717,species,ERR321202,Clostridium_botulinum_A_str_ATCC_19397|Clostridium_botulinum_A_str_ATCC_3502|Clostridium_botulinum_A_str_Hall|Clostridium_botulinum_Bf|Clostridium_botulinum_E1_str_BoNT_E_Beluga|Clostridium_botulinum_F_str_230613
Anaerostipes hadrus,649756,1488,0.0219336389498976,1,0.0277078,species,ERR321202,Anaerostipes_hadrus_DSM_3319
Candidatus Sulcia muelleri,336810,3,4.42210462699548e-05,1,0.000628195,species,ERR321202,
Roseburia hominis,301301,532,0.00784186553853864,1,0.0085899,species,ERR321202,Roseburia_hominis_A2_183
Thermoanaerobacterium thermosaccharolyticum,1517,12,0.000176884185079819,1,0.000249843,species,ERR321202,
Bifidobacterium pseudocatenulatum,28026,13,0.000191624533836471,1,0.000325878,species,ERR321202,Bifidobacterium_pseudocatenulatum_DSM_20438
Filifactor alocis,143361,7,0.000103182441296561,1,0.000210252,species,ERR321202,Filifactor_alocis_ATCC_35896
[Clostridium] saccharolyticum,84030,63,0.00092864197166905,2,0.000866632,species,ERR321202,
Bifidobacterium bifidum,1681,24,0.000353768370159638,2,0.000627264,species,ERR321202,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
Campylobacter jejuni,197,7,0.000103182441296561,1,0.000248162,species,ERR321202,Campylobacter_jejuni_jejuni_ICDCCJ07004|Campylobacter_jejuni_jejuni_M1|Campylobacter_jejuni_jejuni_NCTC_11168
Bacteroides helcogenes,290053,166,0.00244689789360416,1,0.00240766,species,ERR321202,
Bacteroides vulgatus,821,2331,0.0343597529517548,1,0.026185,species,ERR321202,Bacteroides_vulgatus_ATCC_8482
Parabacteroides distasonis,823,1466,0.0216093512772512,1,0.0176723,species,ERR321202,Parabacteroides_distasonis_ATCC_8503
Clostridium novyi,1542,13,0.000191624533836471,1,0.000295951,species,ERR321202,
Lachnoclostridium phytofermentans,66219,14,0.000206364882593122,1,0.000167506,species,ERR321202,
[Eubacterium] eligens,39485,4804,0.0708126354269542,1,0.0984074,species,ERR321202,Eubacterium_eligens_ATCC_27750
Akkermansia muciniphila,239935,177,0.00260904172992733,1,0.00385346,species,ERR321202,Akkermansia_muciniphila_ATCC_BAA_835
Gottschalkia acidurici,1556,9,0.000132663138809864,1,0.00016794,species,ERR321202,
Clostridium perfringens,1502,21,0.000309547323889683,1,0.000351154,species,ERR321202,Clostridium_perfringens_ATCC_13124
Candidatus Arthromitus sp. SFB-rat-Yit,1041504,10,0.000147403487566516,1,0.000382698,species,ERR321202,
Spiroplasma eriocheiris,315358,4,5.89613950266063e-05,1,0.000169875,species,ERR321202,
Streptococcus sp. HSISM1,1316408,12,0.000176884185079819,1,0.000298125,species,ERR321202,
Mycoplasma mobile,2118,3,4.42210462699548e-05,1,0.000223915,species,ERR321202,
Prevotella sp. oral taxon 299,652716,30,0.000442210462699548,1,0.000701533,species,ERR321202,
Bacteroides coprosuis,151276,151,0.00222579266225439,1,0.00292734,species,ERR321202,
Clostridium baratii,1561,17,0.000250585928863077,1,0.00029533,species,ERR321202,
Streptococcus parasanguinis,1318,34,0.000501171857726154,2,0.000911853,species,ERR321202,Streptococcus_parasanguinis_ATCC_903
Alistipes finegoldii,214856,425,0.00626464822157692,1,0.00660108,species,ERR321202,Alistipes_finegoldii_DSM_17242
Lactococcus lactis,1358,20,0.000294806975133032,1,0.000450109,species,ERR321202,
Acholeplasma palmae,38986,6,8.84420925399095e-05,1,0.000223905,species,ERR321202,
Eubacterium rectale,39491,1222,0.0180127061806282,3,0.0202637,species,ERR321202,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Streptococcus thermophilus,1308,16,0.000235845580106425,2,0.000502642,species,ERR321202,Streptococcus_thermophilus_LMG_18311
Faecalitalea cylindroides,39483,21,0.000309547323889683,1,0.000619296,species,ERR321202,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,7258,0.106985451275777,1,0.0734784,species,ERR321202,Bacteroides_dorei_DSM_17855
Roseburia intestinalis,166486,2750,0.0405359590807919,2,0.0378418,species,ERR321202,Roseburia_intestinalis_L1_82
butyrate-producing bacterium SS3/4,245014,354,0.00521808345985466,1,0.00570172,species,ERR321202,
Peptoclostridium difficile,1496,83,0.00122344894680208,3,0.00114839,species,ERR321202,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Bacteroides fragilis,817,526,0.00775342344599873,4,0.00575404,species,ERR321202,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
