study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,fastq_ftp,fastq_galaxy,submitted_ftp,submitted_galaxy,sra_ftp,sra_galaxy,cram_index_ftp,cram_index_galaxy
PRJEB1220,SAMEA2042738,ERS199174,ERX184191,ERR209526,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209526/ERR209526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209526/ERR209526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209526/ERR209526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209526/ERR209526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0184_20100129L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0184_20100129L3.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0184_20100129L3.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0184_20100129L3.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209526,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209526,,
PRJEB1220,SAMEA2042739,ERS199175,ERX184192,ERR209527,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209527/ERR209527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209527/ERR209527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209527/ERR209527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209527/ERR209527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0185_20091117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0185_20091117.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0185_20091117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0185_20091117.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209527,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209527,,
PRJEB1220,SAMEA2042740,ERS199176,ERX184193,ERR209528,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209528/ERR209528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209528/ERR209528_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209528/ERR209528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209528/ERR209528_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0186_20091117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0186_20091117.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0186_20091117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/MH0186_20091117.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209528,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209528,,
PRJEB1220,SAMEA2042741,ERS199177,ERX184194,ERR209529,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209529/ERR209529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209529/ERR209529_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209529/ERR209529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209529/ERR209529_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090112.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090112.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090112.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090112.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209529,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209529,,
PRJEB1220,SAMEA2042741,ERS199177,ERX184195,ERR209530,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209530/ERR209530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209530/ERR209530_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209530/ERR209530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209530/ERR209530_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209530,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209530,,
PRJEB1220,SAMEA2042743,ERS199179,ERX184196,ERR209531,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209531/ERR209531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209531/ERR209531_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209531/ERR209531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209531/ERR209531_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090112.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090112.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090112.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090112.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209531,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209531,,
PRJEB1220,SAMEA2042743,ERS199179,ERX184197,ERR209532,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209532/ERR209532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209532/ERR209532_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209532/ERR209532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209532/ERR209532_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209532,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209532,,
PRJEB1220,SAMEA2042744,ERS199180,ERX184198,ERR209533,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209533/ERR209533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209533/ERR209533_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209533/ERR209533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209533/ERR209533_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-2_20091125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-2_20091125.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-2_20091125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC11-2_20091125.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209533,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209533,,
PRJEB1220,SAMEA2042745,ERS199181,ERX184199,ERR209534,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209534/ERR209534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209534/ERR209534_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209534/ERR209534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209534/ERR209534_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090112.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090112.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090112.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090112.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209534,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209534,,
PRJEB1220,SAMEA2042745,ERS199181,ERX184200,ERR209535,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209535/ERR209535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209535/ERR209535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209535/ERR209535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209535/ERR209535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209535,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209535,,
PRJEB1220,SAMEA2042742,ERS199178,ERX184201,ERR209536,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209536/ERR209536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209536/ERR209536_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209536/ERR209536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209536/ERR209536_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-2_20091117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-2_20091117.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-2_20091117.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC1-2_20091117.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209536,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209536,,
PRJEB1220,SAMEA2042828,ERS199182,ERX184202,ERR209537,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209537/ERR209537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209537/ERR209537_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209537/ERR209537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209537/ERR209537_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-2_20091125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-2_20091125.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-2_20091125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC12-2_20091125.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209537,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209537,,
PRJEB1220,SAMEA2042829,ERS199183,ERX184203,ERR209538,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209538/ERR209538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209538/ERR209538_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209538/ERR209538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209538/ERR209538_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209538,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209538,,
PRJEB1220,SAMEA2042829,ERS199183,ERX184204,ERR209539,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209539/ERR209539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209539/ERR209539_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209539/ERR209539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209539/ERR209539_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209539,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209539,,
PRJEB1220,SAMEA2042832,ERS199186,ERX184205,ERR209540,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209540/ERR209540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209540/ERR209540_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209540/ERR209540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209540/ERR209540_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-2_20091130.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC13-2_20091130.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209540,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209540,,
PRJEB1220,SAMEA2042831,ERS199185,ERX184206,ERR209541,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209541/ERR209541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209541/ERR209541_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209541/ERR209541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209541/ERR209541_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209541,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209541,,
PRJEB1220,SAMEA2042831,ERS199185,ERX184207,ERR209542,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209542/ERR209542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209542/ERR209542_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209542/ERR209542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209542/ERR209542_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209542,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209542,,
PRJEB1220,SAMEA2042830,ERS199184,ERX184208,ERR209543,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209543/ERR209543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209543/ERR209543_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209543/ERR209543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209543/ERR209543_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-2_20091130.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC14-2_20091130.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209543,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209543,,
PRJEB1220,SAMEA2042833,ERS199187,ERX184209,ERR209544,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209544/ERR209544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209544/ERR209544_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209544/ERR209544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209544/ERR209544_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209544,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209544,,
PRJEB1220,SAMEA2042833,ERS199187,ERX184210,ERR209545,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209545/ERR209545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209545/ERR209545_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209545/ERR209545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209545/ERR209545_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209545,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209545,,
PRJEB1220,SAMEA2042834,ERS199188,ERX184211,ERR209546,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209546/ERR209546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209546/ERR209546_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209546/ERR209546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209546/ERR209546_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-2_20091130.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-2_20091130.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC16-2_20091130.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209546,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209546,,
PRJEB1220,SAMEA2042835,ERS199189,ERX184212,ERR209547,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209547/ERR209547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209547/ERR209547_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209547/ERR209547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209547/ERR209547_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090114.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090114.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209547,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209547,,
PRJEB1220,SAMEA2042835,ERS199189,ERX184213,ERR209548,408170,human gut metagenome,Illumina Genome Analyzer IIx,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209548/ERR209548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209548/ERR209548_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209548/ERR209548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209548/ERR209548_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090127.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179067/fastq/O2.UC17-0_090127.rmhost.pair.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209548,ftp.sra.ebi.ac.uk/vol1/err/ERR209/ERR209548,,
